data,turno,premio1,premio2,premio3,premio4,premio5,premio6,premio7,premio8,premio9,premio10
29/01/2019,19:00,4631,4207,4322,3649,9673,5108,4267,3702,9313,1678
29/01/2019,14:00,1725,1963,9549,5333,8863,6147,1523,7894,1364,0954
30/01/2019,19:00,6697,5954,9415,3788,9022,8055,3054,5114,3641,0623
31/01/2019,19:00,1609,2848,0984,4792,1883,1836,3474,7602,0958,3133
31/01/2019,14:00,8825,1489,1274,1972,4179,2192,4454,0417,3230,5749
01/02/2019,19:00,3705,7369,6439,6232,0988,4989,4816,9005,8132,1444
01/02/2019,14:00,8778,0335,8969,8610,8366,3506,8434,5547,1641,1516
05/02/2019,14:00,0020,7996,4697,2241,0193,3012,4930,2412,2470,1897
02/02/2019,19:00,2433,1732,2514,9508,2578,0150,2873,4735,5649,4450
02/02/2019,14:00,9456,2649,9917,4435,6687,2091,5008,9092,7858,6765
04/02/2019,19:00,7720,3519,6545,3314,6596,9224,8545,5363,5439,5738
04/02/2019,14:00,1608,0989,8309,5053,8632,1204,0028,0303,8986,9641
30/01/2019,14:00,5306,4586,6907,9905,9549,2672,8905,1056,5448,7750
25/01/2019,19:00,7833,0908,6875,8964,4433,3060,3919,5316,8938,1077
25/01/2019,14:00,0092,8694,8142,4550,1842,1765,9051,3486,7368,9476
23/01/2019,19:00,7150,8732,4838,6582,4716,1481,0447,7697,6448,6888
23/01/2019,14:00,0453,8319,6665,1399,4143,5971,1253,2903,9835,2195
22/01/2019,19:00,8961,2940,2003,6812,1476,2388,3933,3347,8273,7396
19/01/2019,14:00,6371,1756,6769,2433,2673,7949,2867,0170,2936,2798
18/01/2019,19:00,5535,5137,7594,7353,9880,7571,1678,6971,4315,1629
16/01/2019,19:00,8764,2486,6934,3898,1991,4900,7785,4185,0939,0523
12/01/2019,14:00,6997,4507,9075,3891,4363,8237,1830,4731,0382,9219
11/01/2019,19:00,4648,5382,8330,1827,7797,7816,5009,2429,0007,2016
11/01/2019,14:00,5433,1783,5493,0581,8543,9265,7480,2748,1553,5971
10/01/2019,19:00,7446,7705,6695,4598,1352,7206,1866,7214,7536,6123
10/01/2019,14:00,2179,1181,8401,4672,7287,2323,4237,2896,5837,9234
09/01/2019,19:00,6170,7568,4020,3950,6315,1969,4534,3978,3049,3717
09/01/2019,14:00,0363,4530,6418,4834,7841,4857,4199,6565,6058,8319
08/01/2019,19:00,4800,4739,3949,6794,3768,2210,1148,7900,8143,6219
08/01/2019,14:00,6539,9437,1970,8866,6648,9331,1483,2751,7013,6176
07/01/2019,19:00,9230,1043,8679,8435,6236,9130,3712,4470,2945,9835
07/01/2019,14:00,0571,2089,0401,6891,3202,9405,9000,7042,2642,1832
05/01/2019,19:00,4605,4990,6845,5414,9897,8072,4619,5008,6938,1012
05/01/2019,14:00,2649,5785,7120,9081,2397,6950,7071,6386,4826,9804
04/01/2019,19:00,1524,6328,5771,0063,6064,0670,8537,0556,3330,5057
04/01/2019,14:00,1157,7025,4421,5768,1958,5073,9916,6162,0015,9510
03/01/2019,19:00,7375,2373,3696,4552,9056,9074,4370,9123,5891,4974
03/01/2019,14:00,8834,7739,7259,6418,0512,1307,2798,7539,9438,5215
02/01/2019,19:00,6400,9335,6578,0683,9333,6293,1137,8003,7442,3377
02/01/2019,14:00,3779,6833,7439,9619,3469,9890,1393,5531,4735,8285
31/12/2018,19:00,2677,2070,0362,6701,2186,5416,8955,8513,1421,8607
31/12/2018,14:00,7305,1043,8307,9715,5546,9857,8738,9586,2842,0549
24/01/2019,19:00,9129,3203,3059,2476,3816,4341,5299,3300,2357,7283
24/01/2019,14:00,6644,8855,8661,9311,8748,1984,3366,5740,4555,8304
29/12/2018,14:00,7530,9874,3133,6575,7204,6683,7105,1543,7528,9751
28/12/2018,19:00,2905,2331,1363,8251,0840,6237,0097,4337,4091,7428
28/12/2018,14:00,2384,7504,6074,9724,0356,9362,9407,4083,8016,0621
27/12/2018,19:00,0717,5159,4415,4251,2013,7230,3074,9892,7752,9178
27/12/2018,14:00,4369,7126,9576,8197,2640,8499,0167,9303,0059,5881
26/12/2018,19:00,2533,8365,2928,9009,1206,9324,7003,8905,9655,0310
26/12/2018,14:00,5457,4057,0660,6378,3994,2222,9215,0190,8069,2039
24/12/2018,19:00,2895,3558,0241,2113,5833,7736,6185,6834,0240,8097
24/12/2018,14:00,3319,3244,0106,7357,1793,7033,2605,0602,4162,2426
22/12/2018,19:00,0917,5283,7797,7795,7074,8624,6868,6417,8405,1752
22/12/2018,14:00,9480,9833,3339,5871,6325,5321,1772,8213,5095,9800
21/12/2018,19:00,5134,0479,7306,4716,2841,7761,5255,5611,4483,1380
21/12/2018,14:00,6545,8267,4982,2101,5096,1689,7461,0413,8943,4512
20/12/2018,19:00,5390,1286,9836,1475,0626,3732,0586,5148,1706,7181
20/12/2018,14:00,4660,0895,7750,4410,8426,0010,3106,3619,6805,6599
19/12/2018,19:00,1362,3635,6152,0705,5475,5915,4920,3885,7346,3170
19/12/2018,14:00,5484,8015,6486,6404,6334,4079,3559,0492,5435,5234
18/12/2018,19:00,8670,9599,7091,3964,3056,1209,1109,8585,1004,3786
18/12/2018,14:00,1606,0544,9615,1270,3159,5776,8733,1075,5996,1202
17/12/2018,19:00,1070,7350,4850,3806,8057,3054,7280,4073,9247,8452
17/12/2018,14:00,3465,4062,9287,1456,3969,7982,5241,5141,0060,7267
15/12/2018,19:00,8680,9080,6438,0722,3927,4075,0360,1718,1731,5246
15/12/2018,14:00,7030,0315,0536,9009,0974,0760,6846,9876,8410,8801
14/12/2018,19:00 Bilhete Único Série 7,6239,2754,7739,4718,0991,2782,7359,4008,0883,3674
14/12/2018,14:00,0843,3680,7309,6558,7247,5700,5651,4607,5689,3781
13/12/2018,19:00,1992,2729,2282,4925,9463,7637,7585,6605,4865,8476
13/12/2018,14:00,3557,7864,7439,0866,9526,8399,9481,7615,3655,7237
12/12/2018,19:00,3715,6420,2046,1350,0377,2751,7895,5675,2975,3667
12/12/2018,14:00,8434,6597,8948,6421,0670,6485,8405,2304,5439,3944
11/12/2018,19:00,8197,8075,2896,3914,5639,8952,3097,2348,8642,3599
11/12/2018,14:00,3752,6607,8641,5868,0895,7958,3520,2066,4604,4299
10/12/2018,19:00,2125,1574,7769,6992,6411,7432,1318,2431,3018,4525
10/12/2018,14:00,9704,4707,0658,9931,0889,0322,9672,2910,3540,8631
08/12/2018,19:00,2150,0353,5352,3529,9663,6479,1889,3720,5314,3959
08/12/2018,14:00,0793,9372,7980,8991,8571,1397,9283,8287,3814,9116
07/12/2018,19:00,2184,6192,7154,3880,2987,6206,4048,2463,9497,0479
07/12/2018,14:00,3478,5480,5082,8088,9690,1985,0089,9302,7670,7851
06/12/2018,19:00,9561,1379,1643,3867,0415,0516,0424,6688,4992,2131
06/12/2018,14:00,1480,2860,5385,1997,8584,4224,7919,0762,4464,1202
05/12/2018,19:00,3622,0446,2616,8000,1088,7342,1634,7935,5672,5009
05/12/2018,14:00,9996,4599,3624,0328,6270,8847,7700,0962,3692,3184
04/12/2018,19:00,0763,5805,0139,9727,3464,2928,6961,7688,8446,9352
04/12/2018,14:00,8978,0704,9833,6575,7425,0359,5477,5708,4438,7987
03/12/2018,19:00,7051,9028,2118,7844,7843,8934,0129,6134,9984,6157
03/12/2018,14:00,9841,6694,6892,0661,4817,1987,3327,0315,5372,4909
01/12/2018,19:00,4234,4077,9557,1400,9534,3154,0217,1735,9166,7333
01/12/2018,14:00,1113,7587,0620,1273,0639,4946,3994,1748,3872,5179
30/11/2018,19:00,3312,5457,6974,1558,8152,7579,1481,3728,9787,4032
30/11/2018,14:00,8594,2191,1165,8973,0601,5269,5936,4138,7188,1377
29/11/2018,19:00,2093,1084,0683,4253,6672,6187,4227,0125,5928,6024
29/11/2018,14:00,4000,1449,5229,8246,3689,9226,4953,5964,5350,5363
28/11/2018,19:00,2036,1439,4829,3725,7814,1653,5121,7929,5286,9166
28/11/2018,14:00,6524,2853,4487,1526,0717,3704,1396,5293,5922,3102
27/11/2018,19:00,7287,4112,4621,3391,0634,7117,8252,5184,4021,0996
27/11/2018,14:00,2328,8882,4292,7150,8165,1707,8559,1697,3128,2194
26/11/2018,19:00,1099,5138,3680,8897,7922,1722,9765,0191,8655,7576
26/11/2018,14:00,8284,5874,2561,2629,2475,8159,1163,9650,5629,2539
24/11/2018,19:00,8852,8471,1953,0907,6668,2697,1434,0497,4289,7977
24/11/2018,14:00,7213,3724,7043,1801,8636,5671,7559,9606,7958,4352
23/11/2018,19:00,2285,2128,4273,2835,4367,7909,5471,6634,7006,4097
23/11/2018,14:00,8666,3721,7799,4431,4498,0171,7905,9476,7531,0737
22/11/2018,19:00,1294,7975,9149,8333,8900,4479,4181,6822,0159,4377
22/11/2018,14:00,7287,4041,2198,9419,7965,0912,8512,8504,1069,5483
21/11/2018,19:00,7935,3775,6999,2906,7686,0258,9412,1365,1080,6052
21/11/2018,14:00,4333,7340,7516,0335,0803,6029,2004,9901,7994,4051
20/11/2018,19:00,5627,4395,9201,5395,1512,3713,9873,1632,0261,8904
20/11/2018,14:00,6319,0864,5594,9537,4690,9738,3873,2692,9640,3953
19/11/2018,19:00,0784,2180,5086,1532,1519,7912,0258,9245,7652,5076
19/11/2018,14:00,3028,5351,1465,3593,9977,3495,9103,8355,2915,0907
17/11/2018,19:00,8342,6154,5146,0410,7972,1095,4668,4831,1217,9496
17/11/2018,14:00,8417,4730,0773,1636,7310,2127,5473,5532,8693,3186
16/11/2018,19:00,1657,4220,7904,6300,7302,7594,5791,7618,7557,7163
16/11/2018,14:00,2078,4534,6160,8977,1008,3007,4176,7181,8675,3305
14/11/2018,19:00,1260,0653,2359,8078,4127,7406,6270,5779,3544,1373
14/11/2018,14:00,2718,4751,2436,3148,8065,6373,5263,7441,3170,2993
13/11/2018,19:00,5667,9428,6195,1744,5008,1796,5137,9702,7123,3385
13/11/2018,14:00,8591,1936,4199,6820,5187,2487,3100,8726,1299,3542
12/11/2018,19:00,4678,5555,6153,3757,4637,9187,0170,8217,8402,2149
12/11/2018,14:00,7400,7202,6035,3392,7479,5617,2137,2954,7438,4579
10/11/2018,19:00,3500,2711,0905,6659,8737,0323,5442,7594,6318,2639
10/11/2018,14:00,7988,4706,1864,5297,9108,8864,7237,1880,7227,9076
09/11/2018,19:00,9339,0026,6866,3854,2907,5300,3205,1652,0961,1496
09/11/2018,14:00,7673,0040,6082,8372,3248,7691,5561,7934,6025,8885
08/11/2018,19:00,5432,8424,9018,2231,5235,6000,1416,3317,5850,3447
08/11/2018,14:00,1988,0192,8502,1448,0406,3735,7911,1043,7184,5950
07/11/2018,19:00,5700,4777,2153,9378,1949,8271,2498,5317,7912,0571
07/11/2018,14:00,5741,1983,0514,3295,0634,5008,9773,6756,9355,1661
06/11/2018,19:00,3308,8513,6767,7747,5679,0124,8879,6159,0410,0261
06/11/2018,14:00,8195,8375,2784,7890,5431,8341,0518,6961,0620,2459
05/11/2018,19:00,6724,1384,0927,5285,2868,3974,9651,4591,4521,4049
05/11/2018,14:00,8187,2939,2651,4992,5309,1905,7795,0994,8731,5326
03/11/2018,19:00,9209,6681,2281,6887,0428,6569,6172,2665,6719,3763
03/11/2018,14:00,7612,6558,2810,0380,4130,1312,8573,1097,1482,4898
01/11/2018,19:00,6932,3150,8231,8667,4645,2800,4927,3204,0444,5028
01/11/2018,14:00,0536,8257,1463,4196,3900,0811,2876,4536,9738,6657
31/10/2018,19:00,1738,7772,8245,2303,7379,5530,0291,7859,4015,1376
31/10/2018,14:00,8139,6487,7592,4923,0882,8157,2936,4503,0691,3193
30/10/2018,19:00,9152,0375,5602,1031,0699,3377,0348,0013,3695,1031
30/10/2018,14:00,4651,6681,8191,1833,8987,0885,1877,5668,3910,3046
29/10/2018,19:00,6544,6576,6051,1775,1565,6636,6652,6247,9344,2370
29/10/2018,14:00,4704,8130,3417,8171,2809,6342,0122,8753,2658,7514
27/10/2018,19:00,1913,0118,7397,4788,5594,8391,7661,6847,5017,8008
27/10/2018,14:00,9285,1150,0834,1697,4602,3540,1735,4470,5007,9045
26/10/2018,19:00,4491,5545,8772,4505,4699,9463,6029,1088,3563,7325
26/10/2018,14:00,2831,2951,2413,5808,1280,0810,9837,0167,0598,7034
25/10/2018,19:00,9847,1756,0609,0984,6083,6882,3607,4730,2709,0578
25/10/2018,14:00,6287,1740,9019,9021,4398,8250,0529,2025,3140,9184
24/10/2018,19:00,0157,2386,6206,4731,1270,7486,2218,3510,2030,1016
24/10/2018,14:00,7134,4948,3205,5799,3227,6679,4995,3499,5571,8055
23/10/2018,19:00,1973,8009,0177,5102,3560,3016,5218,5765,5714,8237
23/10/2018,14:00,5730,0372,9860,9009,5490,0282,7286,4008,1391,8222
22/10/2018,19:00,6446,0497,2632,8834,8711,3730,6525,7459,0498,7755
22/10/2018,14:00,5690,9250,6103,1171,1511,6554,5793,7593,6663,2896
20/10/2018,19:00,3896,2577,8183,9411,1151,0798,7784,0147,9313,4908
20/10/2018,14:00,2172,2187,8537,1851,5560,0649,9530,5942,8863,9281
19/10/2018,19:00,4292,3362,7761,6051,6580,5789,0718,4234,5172,8135
19/10/2018,14:00,9853,0909,7958,7808,7848,1879,8356,6741,7836,3088
18/10/2018,19:00,0739,0440,7836,5735,4295,3924,1490,4948,2154,1832
18/10/2018,14:00,3732,9314,9873,3881,9007,3092,5111,9669,6548,2700
17/10/2018,19:00,0615,4618,0509,8706,9758,1576,5419,9999,5503,6733
17/10/2018,14:00,0001,2182,5006,0998,5698,4629,5434,6050,6471,4392
16/10/2018,19:00,0113,2280,1075,4322,4419,0260,2574,5316,9841,0040
16/10/2018,14:00,9354,8053,9563,6317,0987,3486,1270,8854,1953,3782
15/10/2018,19:00,0612,9540,8117,0932,1370,9472,9815,4398,8268,9549
15/10/2018,14:00,3964,0927,0006,8550,8219,0159,7615,4120,6114,9472
13/10/2018,19:00,0314,6798,8839,7566,7387,2390,8998,2672,6040,1200
13/10/2018,14:00,9674,0118,6723,3264,8106,1101,8626,7006,1129,5157
11/10/2018,19:00,6448,1252,7840,6373,8734,3159,3719,8843,4308,8872
11/10/2018,14:00,3637,6647,8373,9489,3413,9187,1868,4887,2111,6292
10/10/2018,19:00,1383,5491,0556,3138,5570,3796,7594,0182,6411,7738
10/10/2018,14:00,2339,4251,8159,6160,5212,9757,3415,8483,6492,3715
09/10/2018,19:00,5205,0901,3860,8491,0579,4627,7098,7295,5618,7428
09/10/2018,14:00,0611,8142,9220,0006,3862,9273,8053,1380,6296,2355
08/10/2018,19:00,6743,4059,1395,7543,1056,2505,3492,7852,0995,0428
08/10/2018,14:00,1885,6246,2617,7255,5347,1173,0667,9765,6687,0101
06/10/2018,19:00,6594,6346,9428,1892,6453,3785,0405,6975,8326,0837
06/10/2018,14:00,9711,6580,9053,4692,1851,2434,0616,1016,6790,6726
05/10/2018,19:00,2590,1243,6331,2057,2519,7605,6248,5873,1709,0265
05/10/2018,14:00,6221,9054,6040,4492,1309,7883,6620,3240,6025,0292
04/10/2018,19:00,5529,0224,7798,5801,4671,8102,4260,0708,6325,2990
04/10/2018,14:00,3508,7466,9532,8304,4975,2195,1235,7030,6119,5074
03/10/2018,19:00,4073,6442,3834,5020,8830,4913,9572,4531,5190,6684
03/10/2018,14:00,0251,8776,1784,9118,0676,1067,1194,6954,6216,7490
02/10/2018,19:00,7232,3786,0259,7217,9329,2350,7445,3540,7746,0431
02/10/2018,14:00,5209,6179,5050,5747,1745,0561,7897,0919,0047,0915
01/10/2018,19:00,6964,6211,0015,9353,3025,8663,8591,5556,0403,1767
01/10/2018,14:00,5338,6404,6390,2741,3042,1483,8733,8351,8520,8799
29/09/2018,19:00,6696,0446,6570,9190,2277,6957,1472,2781,4758,1245
29/09/2018,14:00,5785,4898,7056,1083,7987,7722,5224,8374,1182,3546
28/09/2018,19:00,3269,1652,9703,5467,8171,5519,5257,3197,5550,3560
28/09/2018,14:00,4667,5095,0776,1273,1431,7248,6047,2074,1909,4217
27/09/2018,19:00,5808,7528,5686,1269,4887,2493,2359,9793,9409,5831
27/09/2018,14:00,1356,2230,5616,4619,8443,5367,7765,5538,1128,7127
26/09/2018,19:00,0412,5538,9768,9641,0399,4420,0669,1880,1719,9588
26/09/2018,14:00,7789,1923,4459,6684,7574,0199,5389,6262,9895,9800
25/09/2018,19:00,1999,2086,7557,3141,7096,0100,0730,2213,7834,4688
25/09/2018,14:00,4993,6753,9967,9488,3959,4591,9708,1723,8103,3743
24/09/2018,19:00,9151,7545,3032,6543,8320,3906,1281,5233,4126,5333
24/09/2018,14:00,9251,4058,5553,3353,1719,0135,7650,4201,0029,4893
22/09/2018,19:00,0183,8899,2172,6731,0449,2157,4114,9735,1199,2122
22/09/2018,14:00,5243,9874,5708,4341,7422,5699,1350,3455,6672,8619
21/09/2018,19:00,8567,2656,6929,8640,5803,5800,9150,6236,3496,2898
21/09/2018,14:00,3611,3580,8559,9070,6327,4715,3125,0323,5350,1106
20/09/2018,19:00,4254,5406,6628,7436,1816,1562,9086,4604,4642,8289
20/09/2018,14:00,2153,1377,6916,7361,5363,6150,1860,0269,4466,2473
19/09/2018,19:00,9519,5745,5288,8786,7133,2154,5183,1676,8825,1481
19/09/2018,14:00,0079,4724,9059,1959,8672,6996,3468,2408,9393,0698
18/09/2018,19:00,8820,1078,7179,9174,8988,7136,9830,4529,7537,2609
18/09/2018,14:00,4327,1189,6120,7655,6042,6437,4105,5049,7579,0911
17/09/2018,19:00,5913,8798,9345,8247,2422,5749,7575,4107,9096,0340
17/09/2018,14:00,7440,4725,5278,9244,1463,6936,2950,4041,9447,7888
15/09/2018,19:00,8664,4529,6214,0847,4914,1230,7507,5353,4933,5948
15/09/2018,14:00,2182,3324,6468,6280,4734,8037,9849,1902,7398,4466
14/09/2018,19:00,6811,6445,5316,2156,5971,7408,7261,4133,4404,8567
14/09/2018,14:00,3213,9462,2223,2178,0615,3835,5796,0247,3144,4749
13/09/2018,19:00,7053,8426,1546,2571,9882,7696,5590,7770,7232,9214
13/09/2018,14:00,0152,6130,6916,8008,5829,0008,6268,6201,1239,5870
12/09/2018,19:00,8149,9789,3321,1903,7796,5903,6966,7467,1696,7636
12/09/2018,14:00,5779,6954,4595,7308,0931,0712,9943,8996,9993,6893
11/09/2018,19:00,3659,9381,0934,0334,5373,3509,6935,2795,8977,6971
11/09/2018,14:00,7848,3118,2569,0329,9479,1678,1161,6685,5338,7128
10/09/2018,19:00,7371,5116,4761,7571,6260,3824,9412,1577,5290,3054
10/09/2018,14:00,7114,6470,8525,8391,0961,5020,4329,8225,9867,0196
08/09/2018,19:00,1158,3001,9307,5012,3340,9759,3262,4353,3301,4908
08/09/2018,14:00,1898,0607,8246,8078,9933,6992,1290,0526,7395,9353
06/09/2018,19:00,5967,5599,4687,3410,5705,6635,8524,7218,5880,2755
06/09/2018,14:00,2299,9023,1427,2740,7661,4466,7253,4743,1263,1493
05/09/2018,19:00,1724,8575,1900,7474,2182,8998,4089,0466,9363,6564
05/09/2018,14:00,7568,4819,1144,5036,1573,5684,3184,3402,5018,6699
04/09/2018,19:00,8908,6215,1437,2388,2026,7376,4585,0563,6319,1126
04/09/2018,14:00,1112,6537,5857,6248,6499,7720,6092,5191,9507,1454
03/09/2018,19:00,8935,3874,9215,8744,9670,1018,0128,0392,7671,5528
03/09/2018,14:00,2479,7868,7913,3798,4600,5779,7061,9237,6312,1733
01/09/2018,19:00,0692,5492,0575,3192,8971,9724,5882,1803,1351,8820
01/09/2018,14:00,0805,8534,0494,8675,2925,2268,8575,1015,0611,1141
31/08/2018,19:00,0964,4475,4520,4835,3526,9585,3493,3945,2572,8820
31/08/2018,14:00,1215,3731,3894,9804,1560,4092,4783,0637,6823,3546
30/08/2018,19:00,4020,6246,4409,6943,5889,9486,0835,0774,3473,1499
30/08/2018,14:00,2459,5777,3897,6804,1281,0889,2960,7235,0299,2594
29/08/2018,19:00,9727,5655,1418,2919,4925,5611,6600,0294,2350,5508
29/08/2018,14:00,4503,2778,0072,8205,9877,5562,7264,5804,9929,1780
28/08/2018,19:00,9000,7384,8065,7355,0164,8433,0718,0544,4726,9271
28/08/2018,14:00,9846,7451,6620,9146,1357,9501,4082,2168,0972,4688
27/08/2018,19:00,0165,8951,3085,8015,0445,8636,3874,4413,1529,9346
27/08/2018,14:00,1670,7668,1579,6143,1418,0883,0122,9712,9272,9485
25/08/2018,19:00,1285,6915,1816,9625,4647,8779,9453,8988,8457,0315
25/08/2018,14:00,0648,4133,9100,8924,5298,8599,2389,3850,1671,2542
24/08/2018,19:00,9661,4061,5687,9739,5546,3562,8397,6063,8716,2032
24/08/2018,14:00,8983,6643,0900,7055,9832,5382,6237,3237,1011,5501
23/08/2018,19:00,0451,8959,1375,5062,1960,7353,3232,8521,6688,7619
23/08/2018,14:00,5742,4666,0874,6375,7500,7327,2658,2005,1579,8515
22/08/2018,19:00,2551,9918,5229,7700,8813,0003,1227,1415,9380,5727
22/08/2018,14:00,7899,7395,0743,5247,6354,3510,5442,9068,5969,8032
21/08/2018,19:00,0319,7224,1541,7354,5697,4049,8117,7349,1386,7384
21/08/2018,14:00,9797,8926,4827,4108,5538,4833,5734,7843,3706,2386
20/08/2018,19:00,3079,4141,1845,5030,0890,7105,3577,4981,2171,3513
20/08/2018,14:00,4042,5767,1686,7214,9427,9498,6264,5186,5453,0977
18/08/2018,19:00,0147,1126,3134,9764,6513,6394,9389,2529,0621,4152
18/08/2018,14:00,9491,3057,7687,6706,0290,2124,9063,5331,7109,3958
17/08/2018,19:00,2849,9361,8614,2618,1304,1913,9849,6253,3190,7750
17/08/2018,14:00,8604,1703,7684,4171,0407,5009,7281,0709,7873,8348
16/08/2018,19:00,9854,6775,9538,3967,5353,0536,7196,5821,9530,1267
16/08/2018,14:00,7349,1206,1148,0877,6650,3788,6564,2582,2465,9764
15/08/2018,19:00,9518,1668,7643,8541,2849,1680,1666,6390,4581,0442
15/08/2018,14:00,7609,3654,7037,2412,0598,4307,9035,9869,6200,2716
14/08/2018,19:00,1579,6566,6073,8913,3863,8622,9657,6467,5439,1364
14/08/2018,14:00,2093,7156,8626,6268,0128,9331,4362,6522,7080,2717
13/08/2018,19:00,2517,8740,6300,1404,8689,3683,4140,9703,6108,2129
13/08/2018,14:00,1789,9918,5233,4359,9914,0516,4996,6515,5450,2987
11/08/2018,19:00,4305,9158,2121,0333,8678,8227,4784,7263,9251,7316
11/08/2018,14:00,0159,1718,3832,6036,4399,5804,6781,6147,9532,6282
10/08/2018,19:00,5598,5652,7111,6010,1902,4482,7556,0982,4195,2477
10/08/2018,14:00,2208,2793,3116,1787,9794,4275,1195,3092,2733,9536
09/08/2018,19:00,0718,3002,0174,7031,2278,8929,4741,6184,9271,5482
09/08/2018,14:00,4766,7695,2286,7690,4344,5423,0895,1023,3388,0837
08/08/2018,19:00,2551,0003,6881,7819,0949,8202,2239,2797,3168,5128
08/08/2018,14:00,3311,6527,6884,5426,3507,2019,7166,1690,9527,8169
07/08/2018,19:00,9002,3302,0434,0054,7439,4751,9923,0578,6517,3751
07/08/2018,14:00,8769,1231,2330,9433,6913,6386,3988,1814,5631,8644
06/08/2018,19:00,1904,7892,1425,8892,7899,0087,2070,2236,7319,5144
06/08/2018,14:00,7072,8668,6778,5646,0212,6026,9543,0013,9652,1791
04/08/2018,19:00,4908,4570,5791,0713,1239,4228,3643,0315,6217,1781
04/08/2018,14:00,8661,8246,5900,7107,3149,5894,1975,8139,2005,5274
03/08/2018,19:00,2330,7789,9778,5516,5934,0377,4547,7966,3213,4767
03/08/2018,14:00,5043,3983,7348,6198,4325,2255,9686,8676,7843,9434
28/07/2018,19:00,1046,8127,8176,8604,5415,0535,4216,9935,4274,7534
28/07/2018,14:00,1820,5975,5470,2947,9590,5724,8780,0156,9713,1063
27/07/2018,19:00,5969,9580,0010,6915,5241,0332,0687,0854,9263,7689
27/07/2018,14:00,3771,5533,1637,1170,6036,5793,6433,5539,4158,1613
26/07/2018,19:00,9570,5732,2276,1689,3712,2615,1974,7759,5916,6862
26/07/2018,14:00,9600,6845,6019,0248,2711,8049,7054,2223,8680,5353
25/07/2018,19:00,3636,9306,1527,1452,6845,6239,5860,1579,1308,9649
02/08/2018,19:00,6824,2139,0805,1494,7372,6042,4285,8609,7656,0556
02/08/2018,14:00,6373,7929,1707,2503,2055,4088,8282,8575,2089,5410
01/08/2018,19:00,7735,9614,8749,1313,1188,8188,4147,1671,4225,9288
01/08/2018,14:00,5281,7778,5685,4326,9125,7850,2593,5857,0067,0472
31/07/2018,19:00,7085,0603,6644,4402,7564,4185,6452,4690,5235,7909
31/07/2018,14:00,0306,8353,5737,6538,4123,5777,1369,3110,1434,3012
30/07/2018,19:00,2150,1263,1775,3251,8952,1764,2375,7374,7795,5847
30/07/2018,14:00,5290,5996,6494,3511,2893,1733,4541,7366,4188,6986
25/07/2018,14:00,4084,0050,3298,5620,2365,6885,5455,4539,6284,3001
24/07/2018,19:00,5051,2790,1900,3268,0810,7392,5388,3076,1072,9339
24/07/2018,14:00,8672,9021,9917,0457,0939,4608,5032,1333,0768,7686
23/07/2018,19:00,5604,5714,7945,9093,1789,1560,7317,9894,2910,7709
23/07/2018,14:00,2770,9287,2308,8227,4927,1947,6284,0039,9999,0937
21/07/2018,19:00,0084,1023,3921,0665,4734,5553,9299,5372,8011,8855
21/07/2018,14:00,5408,0368,5804,0150,3229,9208,8626,7878,9667,5838
20/07/2018,19:00,4368,0217,7363,2762,8311,9901,4567,3347,5707,9370
20/07/2018,14:00,9995,5284,7408,9418,1466,5605,8274,2600,0395,3605
19/07/2018,19:00,1543,2919,1303,0271,7043,7439,1206,4522,3363,0424
19/07/2018,14:00,6418,5130,8284,5152,7207,1981,2119,9233,1485,6102
18/07/2018,19:00,9265,2310,3725,1074,6865,6139,8018,1113,7971,6343
18/07/2018,14:00,9983,0568,0205,0862,8766,9296,0439,9246,7010,8059
17/07/2018,19:00,2449,3825,5165,7167,9560,4988,6697,0366,0389,9949
17/07/2018,14:00,4648,0734,6246,2842,1874,1974,7994,7319,7592,3101
16/07/2018,19:00,7535,3172,8253,8174,3725,0987,3030,8454,1611,4868
16/07/2018,14:00,1959,3210,3807,2873,2116,1142,1581,7430,5988,5138
14/07/2018,19:00,0566,8469,5039,2357,6059,5773,2168,9011,1927,1131
14/07/2018,14:00,7889,8601,8412,3247,7472,8527,2776,2666,6556,4296
13/07/2018,19:00,2958,6769,7552,3529,2473,7985,0527,8613,6281,9902
13/07/2018,14:00,9601,7216,7361,3631,2926,6248,6359,9343,0672,6520
12/07/2018,19:00,6530,8757,3762,0167,2310,4689,6664,2522,7244,7769
12/07/2018,14:00,2714,2349,4456,0851,9239,8892,1855,1954,9489,0059
11/07/2018,19:00,2181,3958,5618,5403,3544,5537,3996,1712,1370,1267
11/07/2018,14:00,5219,4615,5372,0443,7827,2085,9446,4061,7479,3345
10/07/2018,19:00,4523,7451,4382,3210,7010,7878,7423,7838,8655,4201
10/07/2018,14:00,3389,8165,9510,5421,5542,0171,9053,4252,0364,2309
09/07/2018,19:00,2181,6937,6315,6717,6058,3875,6741,7492,1070,9566
09/07/2018,14:00,2808,9159,0048,1093,7052,6758,6087,9193,7173,1152
07/07/2018,19:00,6646,7453,3353,5323,2917,4824,0013,8152,2049,6884
07/07/2018,14:00,3485,0856,5836,0095,2932,3387,2503,7257,1236,4448
06/07/2018,19:00,4260,5713,7590,6112,6042,8759,2557,7306,2165,7096
06/07/2018,14:00,5095,7702,2600,4690,7208,4344,4828,5849,9906,9475
05/07/2018,19:00,0039,7254,7231,4571,5064,0437,7094,3693,2366,5226
05/07/2018,14:00,5644,0634,1550,0697,3695,1736,1561,2384,8242,4057
04/07/2018,19:00,1066,3128,1621,1807,7462,9860,1194,0649,4513,8970
